    INT     ,     FLOAT      ,     FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,     FLOAT     ,     FLOAT     ,     FLOAT     ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,        INT         ,        INT         ,      INT      ,      INT      ,     FLOAT      ,     FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,     FLOAT     ,     FLOAT     ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,       FLOAT       ,       FLOAT       ,    FLOAT     ,    FLOAT     ,      FLOAT      ,      FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,      FLOAT       ,     FLOAT     ,       FLOAT       ,       FLOAT       ,   INT    ,       FLOAT       ,       FLOAT       ,       FLOAT       ,       FLOAT       ,       FLOAT       ,       FLOAT       ,     FLOAT      ,     FLOAT      
     -      ,      Myr       ,      Myr       ,     Rsol     ,      -       ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol      ,     Msol      ,     Msol      ,     Msol      ,     Rsol     ,     Rsol     ,      -       ,      -       ,      -       ,      -       ,    yr^-1     ,    yr^-1     ,    yr^-1     ,    yr^-1     ,         -          ,         -          ,       -       ,       -       ,      Myr       ,      Myr       ,     Lsol     ,     Lsol     ,      K       ,      K       ,Msol*AU^2*yr^-1,Msol*AU^2*yr^-1,      Myr       ,      Myr       ,      Myr       ,      Myr       ,      Myr       ,      Myr       ,       -        ,       -        ,         -         ,         -         ,      -       ,      -       ,        -        ,        -        ,     Msol     ,     Msol     ,     Msol     ,     Msol     , Msol*AU^2*yr^-1  ,Msol*AU^2*yr^-2,         -         ,         -         ,    -     ,       Tesla       ,       Tesla       ,       rad/s       ,       rad/s       ,      rad/s^2      ,      rad/s^2      ,      Myr       ,      Myr       
    SEED    ,       dT       ,      Time      ,SemiMajorAxis , Eccentricity , Mass@ZAMS(1) , Mass@ZAMS(2) ,  Mass_0(1)   ,  Mass_0(2)   ,   Mass(1)    ,   Mass(2)    , Mass_Env(1)  , Mass_Env(2)  , Mass_Core(1) , Mass_Core(2) ,Mass_He_Core(1),Mass_He_Core(2),Mass_CO_Core(1),Mass_CO_Core(2),  Radius(1)   ,  Radius(2)   ,RocheLobe_1/a ,RocheLobe_2/a , Radius_1/RL  , Radius_2/RL  ,   Omega(1)   ,   Omega(2)   ,Omega_Break(1),Omega_Break(2),Stellar_Type@ZAMS(1),Stellar_Type@ZAMS(2),Stellar_Type(1),Stellar_Type(2),     Age(1)     ,     Age(2)     ,Luminosity(1) ,Luminosity(2) ,   Teff(1)    ,   Teff(2)    ,Ang_Momentum(1),Ang_Momentum(2),Tau_Dynamical(1),Tau_Dynamical(2), Tau_Thermal(1) , Tau_Thermal(2) , Tau_Nuclear(1) , Tau_Nuclear(2) ,Zeta_Soberman(1),Zeta_Soberman(2),Zeta_SoberMan_He(1),Zeta_SoberMan_He(2),Zeta_Hurley(1),Zeta_Hurley(2),Zeta_Hurley_He(1),Zeta_Hurley_He(2),  dmWinds(1)  ,  dmWinds(2)  ,   dmMT(1)    ,   dmMT(2)    ,Ang_Momentum_Total, Energy_Total  ,Metallicity@ZAMS(1),Metallicity@ZAMS(2),MT_History,Pulsar_Mag_Field(1),Pulsar_Mag_Field(2),Pulsar_Spin_Freq(1),Pulsar_Spin_Freq(2),Pulsar_Spin_Down(1),Pulsar_Spin_Down(2), Tau_Radial(1)  , Tau_Radial(2)  
  1605160538,  0.00000000e+00,  0.00000000e+00,  4.902753e+02,  0.000000e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  6.774243e+00,  3.608673e+00,  4.706614e-01,  2.936406e-01,  2.935703e-02,  2.506637e-02,  0.000000e+00,  0.000000e+00,  5.539329e+03,  8.480055e+03,                   1,                   1,              1,              1,  0.00000000e+00,  0.00000000e+00,  7.111789e+04,  3.419003e+03,  3.625282e+04,  2.325834e+04,   0.000000e+00,   0.000000e+00,  1.78832912e-10,  1.16816975e-10,  3.67736373e-02,  1.80225180e-01,  3.41702880e+00,  2.51808910e+01,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      3.460022e+02,  -1.811303e+03,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00, -1.00000000e+00, -1.00000000e+00
  1605160538,  7.03025750e-05,  7.03025750e-05,  4.902753e+02,  0.000000e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  6.774280e+00,  3.608677e+00,  4.706614e-01,  2.936406e-01,  2.935719e-02,  2.506640e-02,  0.000000e+00,  0.000000e+00,  5.539284e+03,  8.480041e+03,                   1,                   1,              1,              1,  7.03025750e-05,  7.03025750e-05,  7.111827e+04,  3.419007e+03,  3.625278e+04,  2.325833e+04,   0.000000e+00,   0.000000e+00,  1.78834375e-10,  1.16817163e-10,  3.67732380e-02,  1.80224816e-01,  3.41701034e+00,  2.51808671e+01,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      3.460022e+02,  -1.811303e+03,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,  0.00000000e+00,  0.00000000e+00
  1605160538,  7.03025750e-02,  7.03728776e-02,  4.902753e+02,  0.000000e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  6.811332e+00,  3.612537e+00,  4.706614e-01,  2.936406e-01,  2.951776e-02,  2.509321e-02,  0.000000e+00,  0.000000e+00,  5.494147e+03,  8.466452e+03,                   1,                   1,              1,              1,  7.03728776e-02,  7.03728776e-02,  7.150617e+04,  3.422259e+03,  3.620324e+04,  2.325143e+04,   0.000000e+00,   0.000000e+00,  1.80303575e-10,  1.17004661e-10,  3.63748014e-02,  1.79861147e-01,  3.39847393e+00,  2.51569386e+01,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      3.460022e+02,  -1.811303e+03,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,  1.28536196e+04,  6.57185070e+04
  1605160538,  7.03025750e-02,  1.40675453e-01,  4.902753e+02,  0.000000e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  6.848603e+00,  3.616402e+00,  4.706614e-01,  2.936406e-01,  2.967928e-02,  2.512006e-02,  0.000000e+00,  0.000000e+00,  5.449358e+03,  8.452884e+03,                   1,                   1,              1,              1,  1.40675453e-01,  1.40675453e-01,  7.190128e+04,  3.425531e+03,  3.615436e+04,  2.324455e+04,   0.000000e+00,   0.000000e+00,  1.81785493e-10,  1.17192464e-10,  3.59780494e-02,  1.79497324e-01,  3.37979881e+00,  2.51329090e+01,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      3.460022e+02,  -1.811303e+03,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,  1.28480068e+07,  6.57172846e+07
  1605160538,  7.03025750e-02,  2.10978028e-01,  4.902753e+02,  0.000000e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  6.886110e+00,  3.620271e+00,  4.706614e-01,  2.936406e-01,  2.984182e-02,  2.514693e-02,  0.000000e+00,  0.000000e+00,  5.404897e+03,  8.439338e+03,                   1,                   1,              1,              1,  2.10978028e-01,  2.10978028e-01,  7.230369e+04,  3.428823e+03,  3.610611e+04,  2.323771e+04,   0.000000e+00,   0.000000e+00,  1.83280897e-10,  1.17380575e-10,  3.55829368e-02,  1.79133348e-01,  3.36098838e+00,  2.51087786e+01,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      3.460022e+02,  -1.811303e+03,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,  1.28368014e+07,  6.57148412e+07
  1605160538,  7.03025750e-02,  2.81280603e-01,  4.902753e+02,  0.000000e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  6.923872e+00,  3.624144e+00,  4.706614e-01,  2.936406e-01,  3.000547e-02,  2.517383e-02,  0.000000e+00,  0.000000e+00,  5.360740e+03,  8.425812e+03,                   1,                   1,              1,              1,  2.81280603e-01,  2.81280603e-01,  7.271350e+04,  3.432135e+03,  3.605843e+04,  2.323089e+04,   0.000000e+00,   0.000000e+00,  1.84790578e-10,  1.17568999e-10,  3.51894214e-02,  1.78769219e-01,  3.34204604e+00,  2.50845479e+01,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      3.460022e+02,  -1.811303e+03,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,  1.28200326e+07,  6.57111769e+07
  1605160538,  7.03025750e-02,  3.51583178e-01,  4.902753e+02,  0.000000e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  6.961907e+00,  3.628021e+00,  4.706614e-01,  2.936406e-01,  3.017030e-02,  2.520077e-02,  0.000000e+00,  0.000000e+00,  5.316869e+03,  8.412308e+03,                   1,                   1,              1,              1,  3.51583178e-01,  3.51583178e-01,  7.313081e+04,  3.435467e+03,  3.601128e+04,  2.322411e+04,   0.000000e+00,   0.000000e+00,  1.86315348e-10,  1.17757739e-10,  3.47974640e-02,  1.78404937e-01,  3.32297521e+00,  2.50602172e+01,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      3.460022e+02,  -1.811303e+03,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,  1.27977439e+07,  6.57062923e+07
  1605160538,  7.03025750e-02,  4.21885753e-01,  4.902753e+02,  0.000000e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  2.430119e+01,  8.609355e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  7.000235e+00,  3.631904e+00,  4.706614e-01,  2.936406e-01,  3.033640e-02,  2.522773e-02,  0.000000e+00,  0.000000e+00,  5.273263e+03,  8.398823e+03,                   1,                   1,              1,              1,  4.21885753e-01,  4.21885753e-01,  7.355572e+04,  3.438820e+03,  3.596461e+04,  2.321735e+04,   0.000000e+00,   0.000000e+00,  1.87856045e-10,  1.17946800e-10,  3.44070281e-02,  1.78040504e-01,  3.30377933e+00,  2.50357868e+01,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      3.460022e+02,  -1.811303e+03,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,  1.27699928e+07,  6.57001878e+07
