    INT     ,     FLOAT      ,     FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,     FLOAT     ,     FLOAT     ,     FLOAT     ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,        INT         ,        INT         ,      INT      ,      INT      ,     FLOAT      ,     FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,     FLOAT     ,     FLOAT     ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,       FLOAT       ,       FLOAT       ,    FLOAT     ,    FLOAT     ,      FLOAT      ,      FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,      FLOAT       ,     FLOAT     ,       FLOAT       ,       FLOAT       ,   INT    ,       FLOAT       ,       FLOAT       ,       FLOAT       ,       FLOAT       ,       FLOAT       ,       FLOAT       ,     FLOAT      ,     FLOAT      
     -      ,      Myr       ,      Myr       ,     Rsol     ,      -       ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol      ,     Msol      ,     Msol      ,     Msol      ,     Rsol     ,     Rsol     ,      -       ,      -       ,      -       ,      -       ,    yr^-1     ,    yr^-1     ,    yr^-1     ,    yr^-1     ,         -          ,         -          ,       -       ,       -       ,      Myr       ,      Myr       ,     Lsol     ,     Lsol     ,      K       ,      K       ,Msol*AU^2*yr^-1,Msol*AU^2*yr^-1,      Myr       ,      Myr       ,      Myr       ,      Myr       ,      Myr       ,      Myr       ,       -        ,       -        ,         -         ,         -         ,      -       ,      -       ,        -        ,        -        ,     Msol     ,     Msol     ,     Msol     ,     Msol     , Msol*AU^2*yr^-1  ,Msol*AU^2*yr^-2,         -         ,         -         ,    -     ,       Tesla       ,       Tesla       ,       rad/s       ,       rad/s       ,      rad/s^2      ,      rad/s^2      ,      Myr       ,      Myr       
    SEED    ,       dT       ,      Time      ,SemiMajorAxis , Eccentricity , Mass@ZAMS(1) , Mass@ZAMS(2) ,  Mass_0(1)   ,  Mass_0(2)   ,   Mass(1)    ,   Mass(2)    , Mass_Env(1)  , Mass_Env(2)  , Mass_Core(1) , Mass_Core(2) ,Mass_He_Core(1),Mass_He_Core(2),Mass_CO_Core(1),Mass_CO_Core(2),  Radius(1)   ,  Radius(2)   ,RocheLobe_1/a ,RocheLobe_2/a , Radius_1/RL  , Radius_2/RL  ,   Omega(1)   ,   Omega(2)   ,Omega_Break(1),Omega_Break(2),Stellar_Type@ZAMS(1),Stellar_Type@ZAMS(2),Stellar_Type(1),Stellar_Type(2),     Age(1)     ,     Age(2)     ,Luminosity(1) ,Luminosity(2) ,   Teff(1)    ,   Teff(2)    ,Ang_Momentum(1),Ang_Momentum(2),Tau_Dynamical(1),Tau_Dynamical(2), Tau_Thermal(1) , Tau_Thermal(2) , Tau_Nuclear(1) , Tau_Nuclear(2) ,Zeta_Soberman(1),Zeta_Soberman(2),Zeta_SoberMan_He(1),Zeta_SoberMan_He(2),Zeta_Hurley(1),Zeta_Hurley(2),Zeta_Hurley_He(1),Zeta_Hurley_He(2),  dmWinds(1)  ,  dmWinds(2)  ,   dmMT(1)    ,   dmMT(2)    ,Ang_Momentum_Total, Energy_Total  ,Metallicity@ZAMS(1),Metallicity@ZAMS(2),MT_History,Pulsar_Mag_Field(1),Pulsar_Mag_Field(2),Pulsar_Spin_Freq(1),Pulsar_Spin_Freq(2),Pulsar_Spin_Down(1),Pulsar_Spin_Down(2), Tau_Radial(1)  , Tau_Radial(2)  
  1605160544,  0.00000000e+00,  0.00000000e+00,  1.855755e+05,  0.000000e+00,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  6.014517e+00,  5.831811e+00,  3.832428e-01,  3.746137e-01,  8.456801e-05,  8.388787e-05,  0.000000e+00,  0.000000e+00,  6.019439e+03,  6.149346e+03,                   1,                   1,              1,              1,  0.00000000e+00,  0.00000000e+00,  4.332783e+04,  3.787505e+04,  3.399139e+04,  3.337829e+04,   0.000000e+00,   0.000000e+00,  1.64569216e-10,  1.61092621e-10,  4.64348208e-02,  4.95864232e-02,  4.63530331e+00,  5.04482244e+00,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      1.131460e+04,  -8.777211e+00,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00, -1.00000000e+00, -1.00000000e+00
  1605160544,  8.63333723e-05,  8.63333723e-05,  1.855755e+05,  0.000000e+00,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  6.014549e+00,  5.831840e+00,  3.832428e-01,  3.746137e-01,  8.456846e-05,  8.388828e-05,  0.000000e+00,  0.000000e+00,  6.019391e+03,  6.149301e+03,                   1,                   1,              1,              1,  8.63333723e-05,  8.63333723e-05,  4.332806e+04,  3.787524e+04,  3.399134e+04,  3.337825e+04,   0.000000e+00,   0.000000e+00,  1.64570525e-10,  1.61093821e-10,  4.64343310e-02,  4.95859341e-02,  4.63527900e+00,  5.04479773e+00,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      1.131460e+04,  -8.777211e+00,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,  0.00000000e+00,  0.00000000e+00
  1605160544,  8.63333723e-02,  8.64197057e-02,  1.855755e+05,  0.000000e+00,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  6.046527e+00,  5.860870e+00,  3.832428e-01,  3.746137e-01,  8.501809e-05,  8.430586e-05,  0.000000e+00,  0.000000e+00,  5.971703e+03,  6.103669e+03,                   1,                   1,              1,              1,  8.64197057e-02,  8.64197057e-02,  4.355768e+04,  3.806263e+04,  3.394617e+04,  3.333659e+04,   0.000000e+00,   0.000000e+00,  1.65884735e-10,  1.62298160e-10,  4.59452674e-02,  4.90974041e-02,  4.61084350e+00,  5.01996012e+00,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      1.131460e+04,  -8.777211e+00,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,  1.62380484e+04,  1.73436109e+04
  1605160544,  8.63333723e-02,  1.72753078e-01,  1.855755e+05,  0.000000e+00,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  6.078688e+00,  5.890055e+00,  3.832428e-01,  3.746137e-01,  8.547030e-05,  8.472568e-05,  0.000000e+00,  0.000000e+00,  5.924372e+03,  6.058360e+03,                   1,                   1,              1,              1,  1.72753078e-01,  1.72753078e-01,  4.379208e+04,  3.825382e+04,  3.390170e+04,  3.329558e+04,   0.000000e+00,   0.000000e+00,  1.67210002e-10,  1.63511959e-10,  4.54575564e-02,  4.86099675e-02,  4.58616389e+00,  4.99487185e+00,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      1.131460e+04,  -8.777211e+00,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,  1.62311626e+07,  1.73371150e+07
  1605160544,  8.63333723e-02,  2.59086450e-01,  1.855755e+05,  0.000000e+00,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  6.111048e+00,  5.919408e+00,  3.832428e-01,  3.746137e-01,  8.592530e-05,  8.514790e-05,  0.000000e+00,  0.000000e+00,  5.877378e+03,  6.013354e+03,                   1,                   1,              1,              1,  2.59086450e-01,  2.59086450e-01,  4.403132e+04,  3.844883e+04,  3.385791e+04,  3.325517e+04,   0.000000e+00,   0.000000e+00,  1.68546990e-10,  1.64735752e-10,  4.49711639e-02,  4.81235986e-02,  4.56124547e+00,  4.96953792e+00,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      1.131460e+04,  -8.777211e+00,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,  1.62174155e+07,  1.73241440e+07
  1605160544,  8.63333723e-02,  3.45419823e-01,  1.855755e+05,  0.000000e+00,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  6.143622e+00,  5.948940e+00,  3.832428e-01,  3.746137e-01,  8.638330e-05,  8.557271e-05,  0.000000e+00,  0.000000e+00,  5.830697e+03,  5.968632e+03,                   1,                   1,              1,              1,  3.45419823e-01,  3.45419823e-01,  4.427547e+04,  3.864772e+04,  3.381474e+04,  3.321534e+04,   0.000000e+00,   0.000000e+00,  1.69896383e-10,  1.65970090e-10,  4.44860591e-02,  4.76382740e-02,  4.53609359e+00,  4.94396334e+00,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      1.131460e+04,  -8.777211e+00,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,  1.61968416e+07,  1.73047271e+07
  1605160544,  8.63333723e-02,  4.31753195e-01,  1.855755e+05,  0.000000e+00,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  6.176424e+00,  5.978664e+00,  3.832428e-01,  3.746137e-01,  8.684453e-05,  8.600027e-05,  0.000000e+00,  0.000000e+00,  5.784309e+03,  5.924176e+03,                   1,                   1,              1,              1,  4.31753195e-01,  4.31753195e-01,  4.452459e+04,  3.885054e+04,  3.377217e+04,  3.317606e+04,   0.000000e+00,   0.000000e+00,  1.71258883e-10,  1.67215537e-10,  4.40022145e-02,  4.71539734e-02,  4.51071362e+00,  4.91815317e+00,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      1.131460e+04,  -8.777211e+00,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,  1.61694930e+07,  1.72789075e+07
  1605160544,  8.63333723e-02,  5.18086567e-01,  1.855755e+05,  0.000000e+00,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  2.008377e+01,  1.910729e+01,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,  6.209471e+00,  6.008591e+00,  3.832428e-01,  3.746137e-01,  8.730919e-05,  8.643077e-05,  0.000000e+00,  0.000000e+00,  5.738194e+03,  5.879970e+03,                   1,                   1,              1,              1,  5.18086567e-01,  5.18086567e-01,  4.477875e+04,  3.905734e+04,  3.373015e+04,  3.313728e+04,   0.000000e+00,   0.000000e+00,  1.72635212e-10,  1.68472672e-10,  4.35196056e-02,  4.66706789e-02,  4.48511094e+00,  4.89211247e+00,   -3.333333e-01,   -3.333333e-01,      -3.333333e-01,      -3.333333e-01,  3.000000e-01,  3.000000e-01,     3.000000e-01,     3.000000e-01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      1.131460e+04,  -8.777211e+00,       2.000000e-02,       2.000000e-02,         0,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,       0.000000e+00,  1.61354381e+07,  1.72467424e+07
